uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01551/,Abundance of Tellina tenuis (ITIS: 81122: WoRMS 141595) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01551,SDN:P01::ZBN01551
http://vocab.nerc.ac.uk/collection/P01/current/WB000100/,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit mass of lipids in the biota {Tursiops truncatus (ITIS: 180426: WoRMS 137111) [Sex: male Subcomponent: muscle tissue]}",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_pDDD_BE007876,SDN:P01::WB000100
http://vocab.nerc.ac.uk/collection/P01/current/PHYGDODP/,"Production rate coefficient of dimethylsulphoniopropionate {DMSP dimethylsulfoniopropionate CAS 7314-30-9} for the water body [particulate >unknown phase] by on-deck incubation without nutrients, filtration and gas chromatography",Dilution experiment (shipboard incubation without nutrients),DMSPpGrCoeff-NoNuts,SDN:P01::PHYGDODP
http://vocab.nerc.ac.uk/collection/P01/current/AHBDM151/,Ash-free dry weight biomass of Gammarus varsoviensis (WoRMS 490354) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,AHBDM151,SDN:P01::AHBDM151
http://vocab.nerc.ac.uk/collection/P01/current/IC001590/,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Molva molva (ITIS: 164760: WoRMS 126461) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BDE99_MU_BE007551,SDN:P01::IC001590
http://vocab.nerc.ac.uk/collection/P01/current/C351M01Z/,Biomass as carbon of Paulsenella chaetoceratis (ITIS: 10509: WoRMS 109575) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C351M01Z,SDN:P01::C351M01Z
http://vocab.nerc.ac.uk/collection/P01/current/WB000012/,"Concentration of p,p'DDT+p,p'DDD+p,p'DDE per unit wet weight of biota {Scophthalmus maximus (ITIS: 172748: WoRMS 127149) [Sex: female Subcomponent: gonads]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_pDDT+pDDD+pDDE_BE007867,SDN:P01::WB000012
http://vocab.nerc.ac.uk/collection/P01/current/PDDWCF09/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Sex: female Subcomponent: muscle tissue]}",Unavailable,WetWt_pDDE_BE006650,SDN:P01::PDDWCF09
http://vocab.nerc.ac.uk/collection/P01/current/CRCNAAPC/,Concentration of chromium {Cr CAS 7440-47-3} per unit dry weight of suspended particulate material by centrifugation and atomic absorption spectroscopy,Unavailable,SPMCrCont,SDN:P01::CRCNAAPC
http://vocab.nerc.ac.uk/collection/P01/current/AHBDM063/,Ash-free dry weight biomass of Chironomus acutiventris per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,AHBDM063,SDN:P01::AHBDM063
http://vocab.nerc.ac.uk/collection/P01/current/CF0101LL/,"Concentration of 2,2',4,4',5,6'-hexabromodiphenyl ether {BDE154 CAS 207122-15-4} per unit wet weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Sex: male Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BDE154_BE006649,SDN:P01::CF0101LL
http://vocab.nerc.ac.uk/collection/P01/current/CYS04X01/,Concentration of cysteine {Cys CAS 3374-22-9} per unit volume of the water body [dissolved plus reactive particulate <0.4/0.45um phase],The amount (mass or moles) of the specified analyte extracted from a unit volume of water body filtered through a 0.4 or 0.45 micron filter.,Conc_Cys_water<0.4/0.45um,SDN:P01::CYS04X01
http://vocab.nerc.ac.uk/collection/P01/current/GBCOCX13/,"Concentration of 2,4-dichlorophenol {2,4-DCP CAS 120-83-2} per unit dry weight of biota {Chamelea gallina (ITIS: 205649: WoRMS 141907) [Subcomponent: flesh]}",The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_120-83-2_BE008962,SDN:P01::GBCOCX13
http://vocab.nerc.ac.uk/collection/P01/current/GSZ2VA01/,Zero-crossing period of waves (swell second component) {Tz} on the water body by waverider,The average wave period of the swell second component of a  wave record during a recording burst using the specified method.,Swell2MeanWavePeriodTz_WR,SDN:P01::GSZ2VA01
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL430/,Proportion by dry weight of particles (300-600um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 300 and 600 microns,PrSedByWtSiz_300-600um,SDN:P01::PRPCL430
http://vocab.nerc.ac.uk/collection/P01/current/SDNSLW01/,Northward velocity standard deviation of water current (Eulerian measurement) in the water body by lowered acoustic doppler current profiler (ADCP),The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,Std_dev_NS_LADCP,SDN:P01::SDNSLW01
http://vocab.nerc.ac.uk/collection/P01/current/Z250X0RC/,Abundance of Decapoda (ITIS: 95599: WoRMS 1130) [Stage: larva Size: 500-1000um] per unit volume of the water body by size fractionation and optical microscopy,Size fractionation and optical microscopy,Z250M00R_500-1000um,SDN:P01::Z250X0RC
http://vocab.nerc.ac.uk/collection/P01/current/SAGEOX08/,Specimen age of Pegusa lascaris (ITIS: 173051: WoRMS 127156),The mean age of the specimens of the specified organism in the sample.  This could refer to a single individual should the sample size be one.,Age_BE004110,SDN:P01::SAGEOX08
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL342/,Proportion by dry weight of particles (2-6um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 2 and 6 microns,PrSedByWtSiz_2-6um,SDN:P01::PRPCL342
http://vocab.nerc.ac.uk/collection/P01/current/W2931479/,Concentration of dieldrin {CAS 60-57-1} per unit wet weight of biota {Boops boops (ITIS: 169218: WoRMS 127047) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtCAS60-57-1_BE007323,SDN:P01::W2931479
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL254/,Proportion by dry weight of particles (25-35um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 25 and 35 microns,PrSedByWtSiz_25-35um,SDN:P01::PRPCL254
http://vocab.nerc.ac.uk/collection/P01/current/ATOFMECL/,Number (in sample) of particles (long molecule elemental carbon containing) in the atmosphere [aerosol 0.1-3um phase] by mass spectrometry and cluster analysis,Unavailable,atofms_EC-long,SDN:P01::ATOFMECL
http://vocab.nerc.ac.uk/collection/P01/current/ZZZZZZ06/,Dummy channel,Unavailable,Dummy,SDN:P01::ZZZZZZ06
http://vocab.nerc.ac.uk/collection/P01/current/IC220770/,"Concentration of 3,3',4,4'-tetrabromodiphenyl ether {BDE77 CAS 93703-48-1} per unit wet weight of biota {Capros aper (WoRMS 127419) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BDE77_MU_BE009723,SDN:P01::IC220770
http://vocab.nerc.ac.uk/collection/P01/current/Z369M00J/,Abundance of Corycaeus (ITIS: 88571: WoRMS 128634) [Stage: copepodite] per unit volume of the water body by optical microscopy,Unavailable,Z369M00J,SDN:P01::Z369M00J
http://vocab.nerc.ac.uk/collection/P01/current/G1538942/,Concentration of pyrene {CAS 129-00-0} per unit dry weight of biota {Alosa fallax (ITIS: 161716: WoRMS 126415) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS129-00-0_BE008942,SDN:P01::G1538942
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL166/,Proportion by volume of particles (163.8-190.8um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 163.8 and 190.8 microns,PrSedByVolSiz_163.8-190.8um,SDN:P01::PRPCL166
http://vocab.nerc.ac.uk/collection/P01/current/DBTC1SXD/,Concentration of C1-dibenzothiophenes {C1-DBT} per unit dry weight of sediment,The quantity or mass of the specified analyte contained in a dried subsample of sediment that has not been sieved. The specified analyte is a mixture of PAHs not fully distinguished in the analyses but related by the substitution of the hydrogen atom on the numbered carbon atom of the chemical named.,C1-dibenzothiophenes_sed,SDN:P01::DBTC1SXD
http://vocab.nerc.ac.uk/collection/P01/current/IC220682/,Concentration of mirex {CAS 2385-85-5} per unit wet weight of biota {Salmo salar (ITIS: 161996: WoRMS 127186) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_MIREX_MU_BE007577,SDN:P01::IC220682
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL078/,Proportion by volume of particles (707-850um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 707 and 850 microns,PrSedByVolSiz_707-850um,SDN:P01::PRPCL078
http://vocab.nerc.ac.uk/collection/P01/current/IC220594/,"Concentration of Parlar 62 (2-endo,2-exo,5-endo,5-exo,8,9,9,10,10 nonachlorobornane) {CAS 164159-06-5} per unit wet weight of biota {Capros aper (WoRMS 127419) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PCC62_MU_BE009723,SDN:P01::IC220594
http://vocab.nerc.ac.uk/collection/P01/current/C781M02Z/,Biomass as carbon of Didymocystis inermis per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C781M02Z,SDN:P01::C781M02Z
http://vocab.nerc.ac.uk/collection/P01/current/C400E00F/,Biomass as carbon of flagellates [Size: 2-5um Subgroup: heterotrophic] per unit volume of the water body by DAPI/proflavine staining and epifluorescence microscopy and computation of carbon biomass from abundance,Epifluorescence microscopy with DAPI/proflavine stain,HNANFlagBmass,SDN:P01::C400E00F
http://vocab.nerc.ac.uk/collection/P01/current/SLONGR01/,Longitude east relative to WGS84 by dead reckoning based on GPS and em-log or ADCP and multiplication by 10**7,Dead reckoning based on GPS fixes and relative velocity sensor (em-log or ADCP),10**7*GPS+DRLon,SDN:P01::SLONGR01
http://vocab.nerc.ac.uk/collection/P01/current/ZBN00916/,Abundance of Metriocnemus terrester per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN00916,SDN:P01::ZBN00916
http://vocab.nerc.ac.uk/collection/P01/current/FLOROBI1/,"Concentration of 2,3,4,4',5-pentachlorobiphenyl {PCB114 CAS 74472-37-0} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt74472-37-0_BE006620,SDN:P01::FLOROBI1
http://vocab.nerc.ac.uk/collection/P01/current/BOICACI0/,Concentration of perfluorodecanoic acid {CAS 335-76-2} per unit wet weight of biota {Donax trunculus (WoRMS 139602) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS335-76-2_BE007121,SDN:P01::BOICACI0
http://vocab.nerc.ac.uk/collection/P01/current/ZBN00828/,Abundance of Limnesia (ITIS: 83051) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN00828,SDN:P01::ZBN00828
http://vocab.nerc.ac.uk/collection/P01/current/P230M01Z/,Abundance of Gyrodinium aureolum (ITIS: 10078: WoRMS 109842) per unit volume of the water body by optical microscopy,Unavailable,P23001,SDN:P01::P230M01Z
http://vocab.nerc.ac.uk/collection/P01/current/MBTOCDM2/,Concentration of cadmium {Cd CAS 7440-43-9} per unit wet weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Size: length 32-38mm Subcomponent: flesh]},Unavailable,WetWt_Cd_BE006341,SDN:P01::MBTOCDM2
http://vocab.nerc.ac.uk/collection/P01/current/XMETAL09/,Concentration of cadmium {Cd CAS 7440-43-9} per unit wet weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Size: length 32-38mm Subcomponent: flesh]} by inductively-coupled plasma mass spectrometry,Unavailable,WetWt_Cd_BE006341_ICPMS,SDN:P01::XMETAL09
http://vocab.nerc.ac.uk/collection/P01/current/SCHCSSPM/,"Concentration of chlorophyll-c {chl-c} per unit volume of the water body [particulate GF/F-5um phase] by filtration, acetone extraction and trichromatic spectrophotometry following the Jeffrey and Humphrey protocol",Trichromatic spectrophotometric assay following the Jeffrey and Humphrey protocol of acetone extract from particulates on a GF/F filter filtering water previously filtered through a 5um pore filter.,JHSpec_Chl-c_GFF-5um,SDN:P01::SCHCSSPM
http://vocab.nerc.ac.uk/collection/P01/current/IC000761/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Scomber scombrus (ITIS: 172414: WoRMS 127023) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_DDEPP_MU_BE007119,SDN:P01::IC000761
http://vocab.nerc.ac.uk/collection/P01/current/PYMMCF03/,Concentration of pyrene {CAS 129-00-0} per unit wet weight of biota {Fucus ceranoides (ITIS: 11343: WoRMS 145542)},Unavailable,WetWtCAS129-00-0_BE006626,SDN:P01::PYMMCF03
http://vocab.nerc.ac.uk/collection/P01/current/IC000673/,"Concentration of 2,2',4,4',5,5'-hexachlorobiphenyl {PCB153 CAS 35065-27-1} per unit wet weight of biota {Salmo trutta (ITIS: 161997: WoRMS 127187) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB153_LI_BE007578,SDN:P01::IC000673
http://vocab.nerc.ac.uk/collection/P01/current/CC607924/,Biomass as carbon of Ornithocercus (ITIS: 9985: WoRMS 109464) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_CC607924,SDN:P01::CC607924
http://vocab.nerc.ac.uk/collection/P01/current/W2930914/,"Concentration of 2,3,3',4,4',5-hexachlorobiphenyl {PCB156 CAS 38380-08-4} per unit wet weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB156_BE006608,SDN:P01::W2930914
http://vocab.nerc.ac.uk/collection/P01/current/ABSP615A/,Absorbance of electromagnetic radiation (615nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate phase] by spectrophotometry,Unavailable,WaterAbs_615nm_unfiltered,SDN:P01::ABSP615A
